title,features_handheld,features_max_players,features_multiplatform,features_online,metadata_genres,metadata_licensed,metadata_publishers,metadata_sequel,metrics_review_score,metrics_sales,metrics_used_price,release_console,release_rating,release_rerelease,release_year,length_all_playstyles_average,length_all_playstyles_leisure,length_all_playstyles_median,length_all_playstyles_polled,length_all_playstyles_rushed,length_completionists_average,length_completionists_leisure,length_completionists_median,length_completionists_polled,length_completionists_rushed,length_main_extras_average,length_main_extras_leisure,length_main_extras_median,length_main_extras_polled,length_main_extras_rushed,length_main_story_average,length_main_story_leisure,length_main_story_median,length_main_story_polled,length_main_story_rushed
Unreal Tournament III,TRUE,1,TRUE,TRUE,Action,TRUE,Midway,TRUE,86,0.33,16.95,PlayStation 3,M,TRUE,2007,14.06666667,24.13333333,12.51666667,35,8.883333333,22.51666667,23.58333333,23.5,4,20.96666667,18.7,26.25,16.31666667,8,13.75,11,19.36666667,10.5,23,7.616666667
Bee Movie Game,TRUE,2,TRUE,TRUE,Action,TRUE,Activision,TRUE,62,0.32,14.95,Nintendo Wii,E,TRUE,2007,5.766666667,6.266666667,5.633333333,4,5.35,6,6,6,1,6,5.266666667,5.266666667,5.266666667,1,5.266666667,5.916666667,6.366666667,5.916666667,2,5.45
Def Jam: Icon,TRUE,2,TRUE,TRUE,Action,TRUE,EA,TRUE,69,0.32,17.95,X360,M,TRUE,2007,8,8.25,8,2,7.75,0,0,0,0,0,0,0,0,0,0,8,8.25,8,2,7.75
Transformers: The Game,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,54,0.32,17.95,PlayStation 3,E,TRUE,2007,7.233333333,12.31666667,5.5,13,4.533333333,18.28333333,18.28333333,18.28333333,1,18.28333333,17.35,17.35,17.35,1,17.35,5.316666667,6.066666667,5,11,3.916666667
TimeShift,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,70,0.32,12.95,X360,M,TRUE,2007,8.5,11.85,8.916666667,78,6.35,9.066666667,9.516666667,9,5,8.516666667,10.2,12.55,10,9,8.716666667,8.216666667,10.65,8.4,64,6.15
SSX Blur,TRUE,4,TRUE,TRUE,Sports,TRUE,EA,TRUE,74,0.31,17.95,Nintendo Wii,E,TRUE,2007,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Bleach: The Blade of Fate,TRUE,1,TRUE,TRUE,Action,TRUE,Sega,TRUE,83,0.31,17.95,Nintendo DS,E,TRUE,2007,18.61666667,37.4,9,9,8.733333333,35.5,48.25,35.5,2,22.75,20,26,20,4,14,5.55,6.633333333,5,3,4.466666667
EA Playground,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,EA,TRUE,60,0.31,11.95,Nintendo DS,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy II,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,SquareEnix,TRUE,63,0.31,17.95,Sony PSP,E,TRUE,2007,29.93333333,64.48333333,28,151,21.08333333,45.45,72.38333333,44.13333333,19,31.65,33.08333333,45.86666667,30.43333333,41,25.11666667,25.26666667,41.78333333,25,91,19.16666667
The Eye of Judgment,TRUE,2,TRUE,TRUE,Strategy,TRUE,Sony,TRUE,75,0.3,12.95,PlayStation 3,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLB 07: The Show,TRUE,2,TRUE,TRUE,Sports,TRUE,Sony,TRUE,77,0.3,9.95,PlayStation 3,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Fighter 5,TRUE,2,TRUE,TRUE,Action,TRUE,Sega,TRUE,85,0.3,14.95,PlayStation 3,M,TRUE,2007,3.333333333,5.7,1.5,10,1.366666667,1.25,1.366666667,1.25,2,1.116666667,8.333333333,8.583333333,8,3,8.083333333,1.166666667,1.583333333,1.166666667,5,0.75
NiGHTS: Journey of Dreams,TRUE,2,TRUE,TRUE,Action,TRUE,Sega,TRUE,69,0.3,14.95,Nintendo Wii,M,TRUE,2007,6.683333333,7.083333333,6.616666667,4,6.316666667,0,0,0,0,0,7.25,7.25,7.25,1,7.25,6.5,6.883333333,6,3,6.116666667
Puzzle Quest: Challenge of the Warlords,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,,TRUE,82,0.3,17.95,Nintendo DS,E,TRUE,2007,41.16666667,59.78333333,40,58,27.78333333,54.56666667,62.63333333,56,7,47.63333333,40.95,59.85,40.5,30,27.85,37.01666667,47.5,35,21,29
NBA Live 08,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,73,0.3,14.95,Sony PSP,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane & Lynch: Dead Men,TRUE,2,TRUE,TRUE,Action,TRUE,Eidos,TRUE,64,0.29,19.95,PlayStation 3,E,TRUE,2007,5.933333333,11.81666667,6,124,4.483333333,9.55,11.63333333,9,4,7.75,6.633333333,10.73333333,6.333333333,25,4.783333333,5.6,11.73333333,6,95,4.4
Crash of the Titans,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,65,0.29,17.95,X360,E,TRUE,2007,7.75,9.05,8,19,5.716666667,9.216666667,9.733333333,9.216666667,2,8.7,10.1,10.1,10.1,1,10.1,7.433333333,8.733333333,7.5,16,5.5
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,51,0.29,17.95,Nintendo DS,E,TRUE,2007,12.38333333,15.65,12.25,25,8.816666667,15.2,17.05,15,10,14.05,10,10,10,1,10,10.53333333,14.13333333,10,14,7.8
SimCity DS,TRUE,1,TRUE,TRUE,Simulation,TRUE,EA,TRUE,69,0.29,14.95,Nintendo DS,T,TRUE,2007,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3
Wario: Master of Disguise,TRUE,1,TRUE,TRUE,Action,TRUE,Nintendo,TRUE,60,0.29,14.95,Nintendo DS,E,TRUE,2007,10.28333333,12.43333333,9.5,4,8.533333333,0,0,0,0,0,15,15,15,1,15,8.716666667,9.416666667,9,3,8.016666667
No More Heroes,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Ubisoft,TRUE,83,0.29,17.95,Nintendo Wii,M,TRUE,2007,14.63333333,35.9,13,80,9.4,26.88333333,41.83333333,24.5,12,19.83333333,14.4,19.35,14,34,11.83333333,10.53333333,12.81666667,10,34,7.633333333
BlackSite: Area 51,TRUE,1,TRUE,TRUE,Action,TRUE,Midway,TRUE,62,0.29,17.95,X360,E,TRUE,2007,5.816666667,7.9,5.8,30,4.683333333,6.8,7.4,6.8,2,6.216666667,5.866666667,6.216666667,6,4,5.466666667,5.733333333,7.816666667,5.533333333,24,4.583333333
Shrek the Third,TRUE,2,TRUE,TRUE,Action,TRUE,Activision,TRUE,56,0.28,14.95,X360,E,TRUE,2007,5.116666667,5.966666667,4.75,4,4.466666667,5.5,5.5,5.5,1,5.5,7,7,7,1,7,4,4,4,2,4
Shrek the Third,TRUE,1,TRUE,TRUE,Adventure,TRUE,Activision,TRUE,70,0.28,16.95,Nintendo DS,T,TRUE,2007,5.116666667,5.966666667,4.75,4,4.466666667,5.5,5.5,5.5,1,5.5,7,7,7,1,7,4,4,4,2,4
Surf's Up,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,Ubisoft,TRUE,56,0.28,14.95,Nintendo DS,T,TRUE,2007,1.283333333,1.616666667,1.283333333,2,0.966666667,0,0,0,0,0,0,0,0,0,0,1.283333333,1.616666667,1.283333333,2,0.966666667
MLB 07: The Show,TRUE,1,TRUE,TRUE,Sports,TRUE,Sony,TRUE,82,0.28,9.95,Sony PSP,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMNT,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,58,0.28,19.95,X360,E,TRUE,2007,4.916666667,6.466666667,5,32,3.466666667,5.183333333,6.166666667,5,10,4.4,5.5,6.8,5.75,4,4.05,4.65,5.466666667,4.75,18,3.35
Spider-Man: Friend or Foe,TRUE,2,TRUE,TRUE,Action,TRUE,Activision,TRUE,60,0.27,17.95,X360,E,TRUE,2007,11.11666667,17.51666667,9,17,7,17.15,20.88333333,16.4,6,12.96666667,6.9,8.416666667,6.816666667,4,5.4,8.35,10.58333333,8,7,6.833333333
Contra 4,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,83,0.27,17.95,Nintendo DS,T,TRUE,2007,7.366666667,17.91666667,3.116666667,12,3.116666667,17.5,17.75,17.5,2,17.25,0,0,0,0,0,5.333333333,17.16666667,2.116666667,10,2.366666667
Phoenix Wright: Ace Attorney - Trials and Tribu...,TRUE,1,TRUE,TRUE,"Adventure,Simulation",TRUE,Capcom,TRUE,81,0.27,17.95,Nintendo DS,T,TRUE,2007,22.08333333,34.76666667,21.03333333,107,15.76666667,23.78333333,35.68333333,23,48,16.68333333,24.66666667,24.85,24.66666667,4,24.46666667,20.41666667,26.66666667,20,55,15.5
Disney Pirates of the Caribbean: At World's End,TRUE,1,TRUE,TRUE,Action,TRUE,Disney,TRUE,66,0.27,14.95,Nintendo DS,T,TRUE,2007,10.31666667,20.26666667,7,11,6.816666667,31.9,31.9,31.9,1,31.9,11.71666667,12.5,12.46666667,4,10.53333333,5.8,6.433333333,5.916666667,6,5.433333333
Dragon Ball Z: Shin Budokai - Another Road,TRUE,1,TRUE,TRUE,Action,TRUE,"Atari,Namco",TRUE,65,0.27,16.95,Sony PSP,E,TRUE,2007,8.616666667,9.233333333,8.35,6,8.233333333,9,9,9,1,9,0,0,0,0,0,8.533333333,9.133333333,8,5,8.133333333
Spider-Man 3,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,60,0.27,17.95,PlayStation 3,E,TRUE,2007,10.83333333,16.28333333,10.31666667,18,7.883333333,10.81666667,10.81666667,10.81666667,1,10.81666667,12.55,16.96666667,11.31666667,7,10.96666667,9.633333333,12.48333333,9.666666667,10,7.416666667
The Golden Compass,TRUE,1,TRUE,TRUE,Action,TRUE,Sega,TRUE,41,0.27,9.95,X360,M,TRUE,2007,8.566666667,12.13333333,7,5,6.383333333,0,0,0,0,0,16.5,16.5,16.5,1,16.5,6.583333333,7.1,6.983333333,4,5.883333333
Stuntman: Ignition,TRUE,4,TRUE,TRUE,"Action,Racing / Driving",TRUE,THQ,TRUE,75,0.26,14.95,X360,T,TRUE,2007,8.2,11.13333333,6.333333333,10,5.8,13.1,14.51666667,15,3,11.68333333,6.333333333,6.416666667,6.333333333,2,6.25,6.016666667,7.816666667,5.266666667,5,5
Chicken Shoot,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,27,0.26,12.95,Nintendo Wii,E,TRUE,2007,0.616666667,0.683333333,0.616666667,2,0.55,0.5,0.5,0.5,1,0.5,0,0,0,0,0,0.75,0.75,0.75,1,0.75
Shrek the Third,TRUE,2,TRUE,TRUE,Action,TRUE,Activision,TRUE,57,0.26,16.95,Nintendo Wii,E,TRUE,2007,5.116666667,5.966666667,4.75,4,4.466666667,5.5,5.5,5.5,1,5.5,7,7,7,1,7,4,4,4,2,4
DK: Jungle Climber,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Nintendo,TRUE,77,0.26,24.95,Nintendo DS,T,TRUE,2007,6.433333333,7.6,6,3,5.25,0,0,0,0,0,9,9,9,1,9,5.15,5.566666667,5.15,2,4.716666667
Dragon Quest IV: Chapters of the Chosen,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,SquareEnix,TRUE,80,0.26,24.95,Nintendo DS,T,TRUE,2007,31.56666667,53.76666667,30,140,23.06666667,42.03333333,54.23333333,40.05,15,35.51666667,33.46666667,54.76666667,32.11666667,58,24.06666667,27.56666667,38.31666667,26.65,67,22.5
300: March to Glory,TRUE,1,TRUE,TRUE,Action,TRUE,Eidos,TRUE,55,0.26,14.95,Sony PSP,E,TRUE,2007,7.4,7.4,7.4,1,7.4,0,0,0,0,0,0,0,0,0,0,7.4,7.4,7.4,1,7.4
Fire Emblem: Radiant Dawn,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,Nintendo,TRUE,78,0.26,34.95,Nintendo Wii,T,TRUE,2007,50.18333333,99.5,47.83333333,70,30.83333333,55.51666667,62.61666667,55,7,49.61666667,63.76666667,105.65,58.83333333,20,47.15,43,55.75,42,43,27.58333333
The Golden Compass,TRUE,1,TRUE,TRUE,Action,TRUE,Sega,TRUE,35,0.26,14.95,Nintendo Wii,E,TRUE,2007,8.566666667,12.13333333,7,5,6.383333333,0,0,0,0,0,16.5,16.5,16.5,1,16.5,6.583333333,7.1,6.983333333,4,5.883333333
Manhunt 2,TRUE,1,TRUE,TRUE,Action,TRUE,Rockstar,TRUE,62,0.26,19.95,Nintendo Wii,E,TRUE,2007,10.38333333,17.15,9.5,33,6.816666667,21.18333333,22.78333333,21.18333333,2,19.58333333,12.33333333,14.08333333,14,7,10.08333333,8.9,12.86666667,8.566666667,24,6.216666667
NASCAR 08,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,EA,TRUE,59,0.25,12.95,X360,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Tennis 3,TRUE,4,TRUE,TRUE,Sports,TRUE,Sega,TRUE,80,0.24,19.95,PlayStation 3,E,TRUE,2007,18.16666667,26.53333333,15.5,6,14.5,0,0,0,0,0,18.4,26.46666667,15,5,14.43333333,17,17,17,1,17
All-Pro Football 2K8,TRUE,4,TRUE,TRUE,Sports,TRUE,2K,TRUE,75,0.24,7.95,X360,T,TRUE,2007,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12
Major League Baseball 2K7,TRUE,2,TRUE,TRUE,Sports,TRUE,2K,TRUE,74,0.24,7.95,PlayStation 3,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Warriors,TRUE,1,TRUE,TRUE,Action,TRUE,Rockstar,TRUE,52,0.24,17.95,Sony PSP,T,TRUE,2007,12.56666667,16.75,10.45,14,9,12.91666667,12.91666667,12.91666667,1,12.91666667,10.36666667,10.36666667,10.36666667,1,10.36666667,12.73333333,16.75,10.26666667,12,9
Ghost Rider,TRUE,4,TRUE,TRUE,Action,TRUE,2K,TRUE,49,0.23,16.95,Sony PSP,T,TRUE,2007,4.633333333,5.116666667,4.816666667,3,4.166666667,3.6,3.6,3.6,1,3.6,0,0,0,0,0,5.15,5.316666667,5.15,2,4.983333333
Tony Hawk's Proving Ground,TRUE,2,TRUE,TRUE,Sports,TRUE,Activision,TRUE,57,0.23,16.95,Nintendo Wii,E,TRUE,2007,8.133333333,8.133333333,8.133333333,1,8.133333333,0,0,0,0,0,0,0,0,0,0,8.133333333,8.133333333,8.133333333,1,8.133333333
Juiced 2: Hot Import Nights,TRUE,2,TRUE,TRUE,Racing / Driving,TRUE,THQ,TRUE,68,0.23,14.95,X360,E,TRUE,2007,16.45,18,15.6,8,15,0,0,0,0,0,17.41666667,18.68333333,17.35,4,16.18333333,15.5,16.61666667,15,4,14.61666667
Juiced 2: Hot Import Nights,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,THQ,TRUE,72,0.23,13.95,Nintendo DS,T,TRUE,2007,16.45,18,15.6,8,15,0,0,0,0,0,17.41666667,18.68333333,17.35,4,16.18333333,15.5,16.61666667,15,4,14.61666667
The Simpsons Game,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,59,0.23,16.95,Sony PSP,M,TRUE,2007,1.033333333,2.4,1,35,0.716666667,1.483333333,2.516666667,1,7,0.9,0,0,0,0,0,0.933333333,1.45,0.866666667,28,0.65
Syphon Filter: Logan's Shadow,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Sony,TRUE,85,0.23,16.95,Sony PSP,T,TRUE,2007,10.63333333,11.15,10,7,9.65,10.76666667,11.38333333,10.76666667,2,10.15,10.33333333,11.08333333,10,3,9.583333333,11,11.5,11,2,10.5
Tiger Woods PGA Tour 08,TRUE,4,TRUE,TRUE,Sports,TRUE,EA,TRUE,79,0.22,12.95,PlayStation 3,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,TRUE,4,TRUE,TRUE,Action,TRUE,THQ,TRUE,56,0.22,16.95,X360,T,TRUE,2007,13.2,19.8,12.5,6,7.666666667,15,15,15,2,15,26.75,26.75,26.75,1,26.75,7.5,9.366666667,10,3,5.616666667
Trauma Center: New Blood,TRUE,2,TRUE,TRUE,"Action,Simulation",TRUE,Nintendo,TRUE,77,0.22,17.95,Nintendo Wii,E,TRUE,2007,11.73333333,16.06666667,12.56666667,16,8.483333333,0,0,0,0,0,16,17.75,15,3,14.25,10.75,12.86666667,12,13,8.1
Hotel Dusk: Room 215,TRUE,1,TRUE,TRUE,Adventure,TRUE,Nintendo,TRUE,78,0.22,14.95,Nintendo DS,E,TRUE,2007,15.6,24.81666667,15,85,12.45,16.73333333,25.35,16,17,12.98333333,16.38333333,17.33333333,16,9,15.58333333,15.15,18.08333333,15,59,12.91666667
Mega Man ZX Advent,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,78,0.22,17.95,Nintendo DS,T,TRUE,2007,12.88333333,23.98333333,10.93333333,18,8.383333333,15.93333333,17.9,15.93333333,2,13.96666667,15.81666667,25.23333333,12.96666667,10,12,7,8.6,6.75,6,5.866666667
Silent Hill: 0rigins,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,78,0.22,17.95,Sony PSP,E,TRUE,2007,6.166666667,13.03333333,6,64,4.45,6,6.5,6,4,5.5,6.6,12.9,5,11,4.366666667,6.083333333,8.616666667,6,49,4.433333333
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,68,0.22,16.95,X360,M,TRUE,2007,12.38333333,15.65,12.25,25,8.816666667,15.2,17.05,15,10,14.05,10,10,10,1,10,10.53333333,14.13333333,10,14,7.8
NHL 08 ,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,85,0.22,9.95,X360,E,TRUE,2007,17.5,18.75,17.5,2,16.25,0,0,0,0,0,0,0,0,0,0,17.5,18.75,17.5,2,16.25
Castlevania: The Dracula X Chronicles,TRUE,2,TRUE,TRUE,Action,TRUE,Konami,TRUE,80,0.21,16.95,Sony PSP,E,TRUE,2007,8.566666667,17.31666667,7.5,24,4.75,5.316666667,5.316666667,5.316666667,1,5.316666667,12.33333333,18.85,9.916666667,8,6.883333333,6.766666667,10.93333333,7,15,4.166666667
Tony Hawk's Proving Ground,TRUE,1,TRUE,TRUE,Sports,TRUE,Activision,TRUE,39,0.21,13.95,Nintendo DS,M,TRUE,2007,8.133333333,8.133333333,8.133333333,1,8.133333333,0,0,0,0,0,0,0,0,0,0,8.133333333,8.133333333,8.133333333,1,8.133333333
Jeanne d'Arc,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,Sony,TRUE,87,0.21,19.95,Sony PSP,T,TRUE,2007,39.48333333,61.2,37.01666667,44,27.61666667,68,74,68,2,62,42.13333333,62.15,38.16666667,26,33.56666667,31.6,36.61666667,30.91666667,16,24.11666667
BWii: Battalion Wars 2,TRUE,1,TRUE,TRUE,"Action,Simulation,Strategy",TRUE,Nintendo,TRUE,75,0.21,14.95,Nintendo Wii,T,TRUE,2007,10.03333333,15.43333333,9.716666667,10,7.55,0,0,0,0,0,0,0,0,0,0,10.03333333,15.43333333,9.716666667,10,7.55
Battlestations: Midway,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Eidos,TRUE,73,0.21,17.95,X360,T,TRUE,2007,7.966666667,10.16666667,8.716666667,15,5.716666667,0,0,0,0,0,3.266666667,3.266666667,3.266666667,1,3.266666667,8.3,10.28333333,8.85,14,5.833333333
Dragon Ball Z: Harukanaru Densetsu,TRUE,1,TRUE,TRUE,Strategy,TRUE,Atari,TRUE,57,0.2,14.95,Nintendo DS,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch the Dead,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,56,0.2,16.95,Nintendo DS,T,TRUE,2007,4.65,4.65,4.65,1,4.65,0,0,0,0,0,0,0,0,0,0,4.65,4.65,4.65,1,4.65
The Darkness,TRUE,1,TRUE,TRUE,Action,TRUE,2K,TRUE,80,0.2,14.95,PlayStation 3,E,TRUE,2007,10.9,17.06666667,10,90,7.966666667,17.73333333,21.28333333,20,5,14.43333333,11.7,15.38333333,11.11666667,40,9.2,9.433333333,11.18333333,9.5,45,7.466666667
Donkey Kong Barrel Blast,TRUE,4,TRUE,TRUE,Racing / Driving,TRUE,Nintendo,TRUE,46,0.19,29.95,Nintendo Wii,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BIGS,TRUE,4,TRUE,TRUE,"Action,Simulation,Sports",TRUE,2K,TRUE,79,0.19,12.95,X360,M,TRUE,2007,16.81666667,30.06666667,10.13333333,4,6.916666667,46.68333333,46.68333333,46.68333333,1,46.68333333,0,0,0,0,0,6.866666667,11.7,0.533333333,3,2.033333333
Armored Core 4,TRUE,2,TRUE,TRUE,Action,TRUE,Sega,TRUE,65,0.19,17.95,X360,E,TRUE,2007,20.6,22.65,20,5,19.15,0,0,0,0,0,19,19.5,19,3,18.5,23,24,23,2,22
Etrian Odyssey,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Nintendo,TRUE,75,0.19,24.95,Nintendo DS,E,TRUE,2007,60.81666667,98.33333333,54.05,24,40.71666667,92.11666667,113.6833333,84.15,4,74.56666667,58.88333333,72.75,68.5,9,43.83333333,51,56.75,50,11,45.25
Ben 10: Protector of the Earth,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,60,0.19,16.95,Sony PSP,T,TRUE,2007,5.083333333,6.45,4.55,10,3.4,5.466666667,6.483333333,4.333333333,3,4.45,5.066666667,6.316666667,4.216666667,3,3.816666667,4.816666667,5.983333333,5.133333333,4,3.483333333
Tom Clancy's Splinter Cell: Double Agent,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Ubisoft,TRUE,78,0.19,22.95,PlayStation 3,M,TRUE,2007,12.41666667,35.85,11,76,8.85,17.36666667,37.16666667,11.33333333,9,11.21666667,11.93333333,19.25,11,27,8.733333333,11.61666667,15.65,11,40,9.65
Looney Tunes: Acme Arsenal,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,27,0.19,14.95,Nintendo Wii,T,TRUE,2007,3.833333333,4.466666667,3.15,3,3.2,0,0,0,0,0,0,0,0,0,0,3.833333333,4.466666667,3.15,3,3.2
Zack & Wiki: Quest for Barbaros' Treasure,TRUE,1,TRUE,TRUE,Adventure,TRUE,Capcom,TRUE,87,0.19,17.95,Nintendo Wii,E,TRUE,2007,15.95,25.88333333,15,37,11.33333333,22.11666667,27.26666667,18,3,16.95,15.23333333,19.38333333,15,11,11.15,15.48333333,25.55,14.08333333,23,11.38333333
Monster Jam,TRUE,4,TRUE,TRUE,Sports,TRUE,Activision,TRUE,43,0.18,17.95,X360,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Fighter 5,TRUE,2,TRUE,TRUE,Action,TRUE,Sega,TRUE,89,0.18,17.95,X360,E,TRUE,2007,3.333333333,5.7,1.5,10,1.366666667,1.25,1.366666667,1.25,2,1.116666667,8.333333333,8.583333333,8,3,8.083333333,1.166666667,1.583333333,1.166666667,5,0.75
Lunar Knights,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,82,0.18,16.95,Nintendo DS,T,TRUE,2007,18.55,32.25,15.25,13,13.11666667,26,28,26,2,24,21.65,33.28333333,16.28333333,6,14.31666667,11.88333333,13.6,12,5,10.63333333
Enchanted Arms,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Ubisoft,TRUE,64,0.18,17.95,PlayStation 3,E,TRUE,2007,43.28333333,70.81666667,40,51,29.81666667,52.4,74.95,47.45,22,34.36666667,43.65,71.66666667,43.03333333,19,30.83333333,22.48333333,25.26666667,21.83333333,10,20.06666667
F.E.A.R.: First Encounter Assault Recon,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,72,0.18,17.95,PlayStation 3,T,TRUE,2007,9.4,18.6,9,557,6.6,11.9,17.43333333,11.86666667,62,8.383333333,10.93333333,19.25,10.06666667,106,7.983333333,8.583333333,13.25,8.416666667,389,6.25
Folklore,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Sony,TRUE,75,0.18,24.95,PlayStation 3,E,TRUE,2007,20.78333333,39.35,16.65,49,14.61666667,41.13333333,45.56666667,41.13333333,2,36.7,25.63333333,42.43333333,24.11666667,22,19.43333333,14.86666667,22.11666667,13.1,25,12.25
Juiced 2: Hot Import Nights,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,THQ,TRUE,71,0.18,17.95,PlayStation 3,T,TRUE,2007,16.45,18,15.6,8,15,0,0,0,0,0,17.41666667,18.68333333,17.35,4,16.18333333,15.5,16.61666667,15,4,14.61666667
The Elder Scrolls IV: Shivering Isles,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,,TRUE,86,0.18,24.95,X360,E,TRUE,2007,21.8,46.9,15.8,38,12.9,49.23333333,63.01666667,52.86666667,5,35.51666667,20.81666667,34.68333333,17.93333333,22,13.18333333,11.26666667,15.31666667,10,11,9.483333333
NHL 08,TRUE,7,TRUE,TRUE,Sports,TRUE,EA,TRUE,86,0.17,9.95,PlayStation 3,T,TRUE,2007,17.5,18.75,17.5,2,16.25,0,0,0,0,0,0,0,0,0,0,17.5,18.75,17.5,2,16.25
NCAA 07 March Madness,TRUE,4,TRUE,TRUE,Sports,TRUE,EA,TRUE,67,0.17,7.95,X360,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayman Raving Rabbids,TRUE,4,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,67,0.17,16.95,X360,M,TRUE,2007,6.7,8.216666667,6.183333333,27,5.133333333,8.1,8.55,8.1,2,7.65,8.266666667,9.1,8.133333333,8,6.766666667,5.8,6.95,6,17,4.866666667
Viva Pi$?ata: Party Animals,TRUE,4,TRUE,TRUE,Racing / Driving,TRUE,Microsoft,TRUE,56,0.17,14.95,X360,T,TRUE,2007,8.883333333,8.883333333,8.883333333,1,8.883333333,8.883333333,8.883333333,8.883333333,1,8.883333333,0,0,0,0,0,0,0,0,0,0
Warriors Orochi,TRUE,2,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,,TRUE,53,0.17,19.95,X360,E,TRUE,2007,16.25,28.8,15,5,9.7,42,42,42,1,42,9.383333333,12.18333333,9.383333333,2,6.566666667,10.25,12.86666667,10.25,2,7.616666667
Luminous Arc,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,,TRUE,70,0.17,24.95,Nintendo DS,T,TRUE,2007,28.13333333,44.6,24.31666667,28,21.91666667,49.71666667,57.85,55.73333333,5,43.85,24.41666667,27.23333333,24.53333333,8,21.75,22.91666667,27.48333333,21.75,15,19.98333333
Picross DS,TRUE,1,TRUE,TRUE,Strategy,TRUE,Nintendo,TRUE,83,0.17,17.95,Nintendo DS,E,TRUE,2007,62.43333333,138.2833333,50.68333333,18,38.28333333,75.81666667,143.95,60,9,56.95,56.66666667,86.66666667,50,5,36.66666667,39.51666667,45.16666667,38.35,4,34.46666667
